統一編號,商業名稱,商業地址,設立日期,Longitude,Latitude,縣市,行政區,歇業日期
38580909,喜樂屋企業社,臺北市中山區吉林路433巷32號,,121.532433,25.066867,臺北市,中山區,1140410.0
42278610,陳晏汝行,臺北市中山區撫順街9號,,121.521421,25.063787,臺北市,中山區,1140410.0
72986013,小李豬血糕,臺北市中正區羅斯福路4段136巷1之3號,,121.535644,25.012823,臺北市,中正區,1140410.0
75936038,遠景資訊社,臺北市中山區松江路64巷9號1樓,,121.532152,25.049056,臺北市,中山區,1140410.0
81601448,龍城食品行,臺北市大安區永康街35號1樓,,121.529573,25.030871,臺北市,大安區,1140410.0
88387154,信義欣辰藥局,臺北市大安區敦煌里信義路4段265巷15號,,121.554486,25.034082,臺北市,大安區,1140410.0
93133336,睿智精品服飾店,臺北市中山區南京東路2段115巷26號1樓,,121.533547,25.05347,臺北市,中山區,1140410.0
93191124,和興桌遊社,臺北市中山區雙城街21之2號地下,,121.524362,25.065701,臺北市,中山區,1140410.0
93199316,恆毅商號,臺北市大安區師大路49巷6號,,121.528938,25.02421,臺北市,大安區,1140410.0
05199070,晶玉行,臺北市中正區南昌街1段31巷18號1樓,,121.517752,25.032292,臺北市,中正區,1140411.0
42419040,采金彩券行,臺北市士林區大北路79號,,121.524857,25.090171,臺北市,士林區,1140411.0
75941779,岳城企業社,臺北市中山區吉林路351號,,121.530475,25.06471,臺北市,中山區,1140411.0
88137403,永樂未央腳底按摩,臺北市中山區林森北路260號3之2樓,,121.525328,25.054576,臺北市,中山區,1140411.0
88164631,濛田號,臺北市大安區忠孝東路4段155號12樓之7,,121.550038,25.041709,臺北市,大安區,1140411.0
88229228,威士髮廊,臺北市士林區中山北路5段505巷24號,,121.527052,25.093116,臺北市,士林區,1140411.0
88278108,本田雞肉商行,臺北市大安區大安路1段42號,,121.546128,25.043537,臺北市,大安區,1140411.0
88295710,宮本雞肉商行,臺北市中山區雙城街12之3號,,121.524216,25.064648,臺北市,中山區,1140411.0
88305013,松田雞肉商行,臺北市中山區錦州街261號1樓,,121.534715,25.060389,臺北市,中山區,1140411.0
88369000,赤田雞肉商行,臺北市大安區安居街7號1樓,,121.555244,25.021158,臺北市,大安區,1140411.0
88369043,羽田雞肉商行,臺北市文山區興隆路3段57號,,121.556076,25.000306,臺北市,文山區,1140411.0
88378818,八田雞肉商行,臺北市中山區錦州街386號1樓,,121.541078,25.060127,臺北市,中山區,1140411.0
93193811,品悅表演企業社,臺北市大安區光復南路72巷73號2樓,,121.555158,25.04437,臺北市,大安區,1140411.0
01582047,李記李茂雄自營計程車行,臺北市松山區光復北路120巷6號,,121.557381,25.050889,臺北市,松山區,1140414.0
01596008,優品家具行,臺北市松山區八德路4段189號1樓,,121.563489,25.048881,臺北市,松山區,1140414.0
01647457,新彰企業行,臺北市內湖區環山路2段53巷6弄13號6樓之1,,121.574001,25.084329,臺北市,內湖區,1140414.0
26215673,沙瑪髮藝造型店,臺北市中正區南昌路1段123號2樓,,121.518324,25.029879,臺北市,中正區,1140414.0
27160731,經理牛肉麵店,臺北市松山區延壽街80之1號1樓,,121.564933,25.056895,臺北市,松山區,1140414.0
31161634,欣裕商行,臺北市北投區裕民六路114巷36弄1號1樓,,121.518764,25.114266,臺北市,北投區,1140414.0
42489642,淯新企業社,臺北市大安區忠孝東路3段211號5樓,,121.539486,25.041864,臺北市,大安區,1140414.0
48790685,招財進寶投注站,臺北市萬華區東園街213號1樓,,121.498422,25.021917,臺北市,萬華區,1140414.0
72989932,霍格華茲工作室,臺北市中山區松江路54號11樓,,121.532752,25.04868,臺北市,中山區,1140414.0
75211610,四麵八餃麵食館,臺北市文山區忠順街2段38號,,121.563985,24.984794,臺北市,文山區,1140414.0
76364043,潔西美妍館,臺北市士林區士東路13號1樓,,121.526771,25.111913,臺北市,士林區,1140414.0
76410237,吳陳小吃店,臺北市大安區和平東路2段118巷2之2號,,121.542784,25.024256,臺北市,大安區,1140414.0
79801737,陽光清潔行,臺北市文山區木柵路2段109巷25弄11號1樓,,121.562646,24.990096,臺北市,文山區,1140414.0
88294509,恩沐車體美容工坊,臺北市北投區中庸里中和街269號,,121.500547,25.1401,臺北市,北投區,1140414.0
88353387,拾元入魂娃娃屋,臺北市松山區八德路4段196號1樓,,121.563866,25.048686,臺北市,松山區,1140414.0
88363081,莎鯊雅拍貼相館,臺北市中正區汀州路3段207號,,121.533497,25.014312,臺北市,中正區,1140414.0
93144517,伊田雞肉商行,臺北市松山區新東街23號,,121.56585,25.058762,臺北市,松山區,1140414.0
93185538,有田雞肉商行,臺北市中正區博愛路134號1樓,,121.511413,25.04294,臺北市,中正區,1140414.0
93190899,豐田雞肉商行,臺北市松山區民生東路5段122號1樓,,121.561111,25.058575,臺北市,松山區,1140414.0
93195986,靜岡雞肉商行,臺北市士林區延平北路6段17號,,121.509063,25.086974,臺北市,士林區,1140414.0
93196161,珂萊兒藝術手作坊,臺北市中山區林森北路259巷9號5樓之12,,121.526061,25.054383,臺北市,中山區,1140414.0
93199879,小林雞肉商行,臺北市大安區信義路4段60之32號1樓,,121.545852,25.03313,臺北市,大安區,1140414.0
93199884,奈良雞肉商行,臺北市萬華區東園街198號1樓,,121.498379,25.021636,臺北市,萬華區,1140414.0
93200616,三井商行,臺北市中正區漢口街1段64號,,121.512711,25.045096,臺北市,中正區,1140414.0
93202558,桑田商行,臺北市松山區南京東路4段133巷6弄1號1樓,,121.555007,25.052596,臺北市,松山區,1140414.0
93203347,藏田商行,臺北市信義區忠孝東路4段559巷14號,,121.563705,25.042155,臺北市,信義區,1140414.0
93203536,讚岐商行,臺北市士林區中正路312號1樓,,121.522898,25.094797,臺北市,士林區,1140414.0
17078142,新利行,臺北市萬華區西寧南路70號4樓之9,,121.506047,25.043486,臺北市,萬華區,1140415.0
20761718,西村文具行,臺北市大安區忠孝東路4段97號地下之23,,121.547955,25.041754,臺北市,大安區,1140415.0
42337499,創新商行,臺北市大安區安和路2段52號,,121.552207,25.031047,臺北市,大安區,1140415.0
75587215,一日一商行,臺北市大同區迪化街1段14巷38號,,121.509281,25.054099,臺北市,大同區,1140415.0
75906800,恩寶商行,臺北市士林區中山北路7段36之1號1樓,,121.531281,25.12009,臺北市,士林區,1140415.0
75925428,鵲兒囍婚禮顧問工作室,臺北市中山區松江路65號6樓,,121.533182,25.049084,臺北市,中山區,1140415.0
76465247,調色盤晨食坊,臺北市松山區八德路2段366巷23號1樓,,121.546041,25.046966,臺北市,松山區,1140415.0
78065350,億泰車料行,臺北市信義區吳興街284巷7號1樓,,121.56389,25.025233,臺北市,信義區,1140415.0
79814304,綺薇髮藝,臺北市大安區敦化南路1段187巷75之1號,,121.552615,25.042624,臺北市,大安區,1140415.0
87486629,百為企業社,臺北市大同區西寧北路78之18號,,121.508688,25.05443,臺北市,大同區,1140415.0
88147182,巧之屋小吃店,臺北市松山區延壽街60號,,121.565844,25.056943,臺北市,松山區,1140415.0
88205675,陳皮記商行,臺北市士林區延平北路5段136巷27弄37號1樓,,121.511107,25.082993,臺北市,士林區,1140415.0
88212090,一品香蔥抓餅,臺北市大安區信義路4段60-62號1樓,,121.545503,25.033062,臺北市,大安區,1140415.0
88283783,享響超媒事業社,臺北市大安區信義路4段1號2樓,,121.543915,25.033566,臺北市,大安區,1140415.0
88299878,享喝飲料店,臺北市文山區木新路3段33號,,121.564546,24.982475,臺北市,文山區,1140415.0
93181414,勝鑫商行,臺北市北投區裕民六路120號4樓,,121.517636,25.11456,臺北市,北投區,1140415.0
00549475,夜太美餐酒館,臺北市大安區光復南路308巷49號1樓,,121.555645,25.038851,臺北市,大安區,1140416.0
00549524,磅茶商行,臺北市松山區民族東路634號1樓,,121.545277,25.065622,臺北市,松山區,1140416.0
04327871,伊寧理髮廳,臺北市大同區伊寧街77號1樓,,121.510291,25.064679,臺北市,大同區,1140416.0
25665714,彩椒廚房,臺北市大安區溫州街74巷5弄1號,,121.531944,25.019587,臺北市,大安區,1140416.0
38495729,亞宸足體養生館,臺北市中正區中華路2段313巷13號,,121.506252,25.028385,臺北市,中正區,1140416.0
75903769,昊記食堂,臺北市北投區振華街36號1樓,,121.518501,25.11586,臺北市,北投區,1140416.0
75928190,柏格歐克拉克早餐店,臺北市士林區中山北路7段36號1樓,,121.531245,25.120103,臺北市,士林區,1140416.0
79826929,三方整合行銷工作室,臺北市信義區基隆路2段23號7樓之6,,121.559,25.031759,臺北市,信義區,1140416.0
88149294,咪努美髮沙龍,臺北市北投區東華街1段420號,,121.518212,25.11128,臺北市,北投區,1140416.0
88310493,東之香商行,臺北市信義區松山路315之1號1樓,,121.577985,25.04238,臺北市,信義區,1140416.0
88368092,風藝術療癒工作室,臺北市萬華區中華路一段216號2樓之1,,121.506299,25.037336,臺北市,萬華區,1140416.0
88377753,西施特胖子小吃店,臺北市松山區民權東路3段103巷5弄1號1樓,,121.545103,25.062898,臺北市,松山區,1140416.0
93143974,粥記廣東粥,臺北市中山區合江街142號1樓,,121.539148,25.05979,臺北市,中山區,1140416.0
93168117,哈諾商行,臺北市大同區承德路3段158之1號,,121.518148,25.068287,臺北市,大同區,1140416.0
93180668,嚮樂號,臺北市內湖區康寧路3段174號1樓,,121.611898,25.069188,臺北市,內湖區,1140416.0
93199723,郁皇美髮沙龍,臺北市萬華區和平西路3段54之1號,,121.503426,25.034817,臺北市,萬華區,1140416.0
21756397,郁婷越式小館,臺北市中正區中華路2段393號1樓,,121.507921,25.026199,臺北市,中正區,1140417.0
75902902,何佳興設計工作室,臺北市中山區南京東路2段20號9樓之1,,121.528645,25.051887,臺北市,中山區,1140417.0
79192474,馬克雲端工作室,臺北市內湖區舊宗路1段46號3樓之4,,121.580357,25.058401,臺北市,內湖區,1140417.0
88161986,煜品牌公關事業社,臺北市大安區忠孝東路4段311號6樓之1,,121.555802,25.041594,臺北市,大安區,1140417.0
88228972,鑫易商行,臺北市大安區復興南路2段288號,,121.543237,25.024049,臺北市,大安區,1140417.0
88368993,翔駿企業社,臺北市中正區重慶南路1段43號11樓之8,,121.513349,25.044958,臺北市,中正區,1140417.0
93192382,宇宙光企業社,臺北市北投區溫泉路139號7樓之22,,121.512418,25.140222,臺北市,北投區,1140417.0
93193185,賜貝秀企業社,臺北市北投區溫泉路139號7樓之22,,121.512418,25.140222,臺北市,北投區,1140417.0
93204140,金力百元小吃店,臺北市大安區泰順街60巷29號1樓,,121.529345,25.022573,臺北市,大安區,1140417.0
98881387,晶彩洗衣店,臺北市內湖區東湖路119巷50弄1號1樓,,121.61723,25.069676,臺北市,內湖區,1140417.0
00549828,滼潔生技企業社,臺北市信義區中坡北路15巷6號2樓,,121.580584,25.044844,臺北市,信義區,1140418.0
00549897,勝和百貨商行,臺北市信義區忠孝東路五段1之2號5樓,,121.564964,25.041298,臺北市,信義區,1140418.0
04642821,木棉花冰果室,臺北市中正區羅斯福路3段314號2樓,,121.532679,25.016048,臺北市,中正區,1140418.0
10304994,群生國際商行,臺北市文山區辛亥路4段101巷85之3號,,121.559306,25.006592,臺北市,文山區,1140418.0
26301712,善泉花坊,臺北市北投區西安街1段275號1樓,,121.516921,25.111754,臺北市,北投區,1140418.0
31889327,艾爾資訊社,臺北市大安區忠孝東路3段217巷5弄2號1樓,,121.539592,25.043413,臺北市,大安區,1140418.0
38459456,鑫大發彩券行,臺北市北投區中和街244號1樓,,121.501333,25.139548,臺北市,北投區,1140418.0
48695015,裴僑餐廳,臺北市信義區基隆路1段147巷19號1樓,,121.56659,25.042449,臺北市,信義區,1140418.0
73910907,長鑫水電行,臺北市信義區吳興街284巷17之6號1樓,,121.563614,25.024028,臺北市,信義區,1140418.0
88160712,粉美好國際實業商行,臺北市萬華區中華路2段504巷3號8樓,,121.507773,25.025652,臺北市,萬華區,1140418.0
88221794,镹花園藝造景設計工作室,臺北市信義區富陽街7號1樓,,121.556333,25.023481,臺北市,信義區,1140418.0
93126692,艾可以工作室,臺北市大同區承德路3段165之1號8樓,,121.518615,25.068266,臺北市,大同區,1140418.0
93200094,不晚企業社,臺北市大安區忠孝東路4段169號12樓之1,,121.550421,25.041705,臺北市,大安區,1140418.0
00537793,光兆京商行,臺北市中山區遼寧街13號1樓,,121.542214,25.047626,臺北市,中山區,1140421.0
00540679,樂其中商行,臺北市萬華區西園路1段72巷24號1樓,,121.498891,25.039452,臺北市,萬華區,1140421.0
14730274,棻蘭廚房,臺北市松山區八德路3段12巷70弄14號,,121.550096,25.045385,臺北市,松山區,1140421.0
27156574,躍昇眼鏡行,臺北市文山區景後街160號1樓,,121.54228,24.990928,臺北市,文山區,1140421.0
29241886,志和企業商行,臺北市中山區市民大道3段39號2樓,,121.534589,25.045231,臺北市,中山區,1140421.0
38564675,喵吧主題咖啡廳,臺北市松山區南京東路5段123巷1弄11號(1樓),,121.559955,25.052184,臺北市,松山區,1140421.0
42428929,薰香屋商行,臺北市大安區信義路4段43號1樓,,121.544796,25.033546,臺北市,大安區,1140421.0
73128237,乳果冷飲店,臺北市北投區裕民一路43號,,121.517774,25.116599,臺北市,北投區,1140421.0
75443800,吃好吃滿吃貨企業社,臺北市松山區南京東路3段275號6樓,,121.545638,25.052012,臺北市,松山區,1140421.0
76445904,梅代商行,臺北市大同區承德路3段334號1樓,,121.519869,25.075099,臺北市,大同區,1140421.0
79813902,浩翰茗品企業社,臺北市信義區松山路520號,,121.578039,25.037984,臺北市,信義區,1140421.0
88304210,好拾工作室,臺北市內湖區行善路385號11樓之7,,121.585603,25.063912,臺北市,內湖區,1140421.0
88377584,阿里巴七工作室,臺北市文山區羅斯福路6段276巷8號2樓,,121.538974,24.99171,臺北市,文山區,1140421.0
93149055,卡度三館美髮沙龍店,臺北市中山區松江路297巷12號,,121.534343,25.061029,臺北市,中山區,1140421.0
93187959,合欣藥局,臺北市文山區辛亥路4段234號1樓,,121.555077,25.001878,臺北市,文山區,1140421.0
00543958,織郁之庭工作室,臺北市萬華區開封街2段66之2號2樓,,121.506164,25.046619,臺北市,萬華區,1140422.0
04526029,興吉服裝社,臺北市萬華區雙園街122巷15號1樓,,121.492205,25.030857,臺北市,萬華區,1140422.0
04728539,祥鈺商行,臺北市中山區一江街36號1樓,,121.531428,25.053761,臺北市,中山區,1140422.0
15666783,泰好汽車商行,臺北市士林區承德路4段338號338之1號、340號1樓,,121.517529,25.089998,臺北市,士林區,1140422.0
25578795,烘焙媽媽手工烘焙屋,臺北市北投區新興路8號,,121.489405,25.141185,臺北市,北投區,1140422.0
25638040,幼葒小吃店,臺北市萬華區武昌街2段85之1號,,121.504827,25.045276,臺北市,萬華區,1140422.0
26259931,麥喬登企業社,臺北市士林區承德路4段2巷1號2樓,,121.521047,25.078921,臺北市,士林區,1140422.0
38496678,金婆雲泰小吃店,臺北市士林區福華路164巷3號1樓,,121.522719,25.104358,臺北市,士林區,1140422.0
72984583,山林皮業工作室,臺北市士林區重慶北路4段274號3樓,,121.511677,25.087354,臺北市,士林區,1140422.0
75492674,泰德莉娜商行,臺北市中山區雙城街43巷33號1樓,,121.525422,25.067554,臺北市,中山區,1140422.0
76423958,建佳企業社,臺北市大同區西寧北路78之18號9樓,,121.508688,25.05443,臺北市,大同區,1140422.0
88208928,名都生活會館,臺北市中山區林森北路85巷56號1樓,,121.526895,25.049233,臺北市,中山區,1140422.0
88283572,浪尖鮨味水產商行,臺北市中山區新生北路2段58巷3號1樓,,121.527143,25.055394,臺北市,中山區,1140422.0
25540757,悅文出版社,臺北市內湖區內湖路1段91巷35弄46號4樓,,121.561215,25.087102,臺北市,內湖區,1140423.0
38579895,野原葵小吃店,臺北市北投區天母西路130巷5號,,121.522262,25.118611,臺北市,北投區,1140423.0
42502173,采唐造型企業社,臺北市大同區天水路46號2樓,,121.512546,25.05241,臺北市,大同區,1140423.0
72657589,劉孟籬工作室,臺北市大安區忠孝東路3段136號11樓,,121.537792,25.041502,臺北市,大安區,1140423.0
75761109,難找私宅手作甜點,臺北市大安區和平東路3段308巷54號4樓,,121.554984,25.019282,臺北市,大安區,1140423.0
79877721,福伈企業社,臺北市中正區羅斯福路3段238號2樓,,121.529846,25.019424,臺北市,中正區,1140423.0
93184427,立丞裝潢工程行,臺北市大安區忠孝東路4段2號5樓之1,,121.543981,25.041307,臺北市,大安區,1140423.0
93197416,樸蔬願餐館,臺北市大同區民樂街101號1樓,,121.51069,25.057147,臺北市,大同區,1140423.0
93198479,微醺楓味食堂,臺北市文山區木柵路1段200號1樓,,121.552954,24.987812,臺北市,文山區,1140423.0
93204057,豐昇傳統整復推拿,臺北市中山區中山北路2段59巷9號2樓,,121.523621,25.055907,臺北市,中山區,1140423.0
00541277,澧喬羽商行,臺北市北投區新興路158巷6號1樓,,121.486712,25.139123,臺北市,北投區,1140424.0
01428729,聯昌服裝行,臺北市萬華區大理街60號1樓,,121.500198,25.034609,臺北市,萬華區,1140424.0
25543781,黑貓小吃店,臺北市南港區忠孝東路6段323號,,121.592208,25.05047,臺北市,南港區,1140424.0
38508597,泰綻健康生活館,臺北市士林區士東路260號1樓,,121.536283,25.11306,臺北市,士林區,1140424.0
42362692,瑩瑩洗衣店,臺北市中正區汀州路1段94號1樓,,121.507422,25.030259,臺北市,中正區,1140424.0
42387602,港元燒臘店,臺北市大安區延吉街70巷2弄1號,,121.55376,25.042615,臺北市,大安區,1140424.0
42556487,崧皓食品商行,臺北市松山區饒河街222號,,121.577454,25.050808,臺北市,松山區,1140424.0
72920097,佰盈汽車商行,臺北市松山區撫遠街255巷26號,,121.568245,25.061401,臺北市,松山區,1140424.0
80995330,愛海心靈書房,臺北市大安區復興南路2段78巷30弄5號地下樓,,121.542475,25.030515,臺北市,大安區,1140424.0
88224595,多泉餐飲店,臺北市信義區莊敬路405號1樓,,121.56607,25.027463,臺北市,信義區,1140424.0
88226398,立成美容企業社,臺北市中山區四平街56號3樓,,121.53345,25.05357,臺北市,中山區,1140424.0
88236918,晴美術手作空間工作室,臺北市中正區詔安街220巷4號3樓,,121.509146,25.026274,臺北市,中正區,1140424.0
88304719,宜豔商行,臺北市大同區延平北路1段22號11樓之5,,121.511888,25.050533,臺北市,大同區,1140424.0
93135593,野田雞肉商行,臺北市內湖區東湖路24號1樓,,121.612836,25.068704,臺北市,內湖區,1140424.0
00508360,逸明企業社,臺北市中山區民生東路2段41號2樓,,121.529149,25.05814,臺北市,中山區,1140425.0
14347067,帝寶禮儀社,臺北市中山區民權東路2段135巷30弄5號1樓,,121.534771,25.064306,臺北市,中山區,1140425.0
26234284,賴氏水車工程行,臺北市北投區石牌路1段17號,,121.50978,25.112879,臺北市,北投區,1140425.0
36549191,三榮電機行,臺北市中正區環河南路1段98號1樓,,121.504673,25.047547,臺北市,中正區,1140425.0
42285909,進成水車行,臺北市北投區清江路25巷5號2樓之1,,121.502189,25.131577,臺北市,北投區,1140425.0
42487861,德布德芃髮型工作室,臺北市大安區忠孝東路4段49巷4弄4號,,121.545389,25.042245,臺北市,大安區,1140425.0
48784213,老麥麵店,臺北市北投區中央北路3段40巷4號,,121.485589,25.138484,臺北市,北投區,1140425.0
72928350,群毅企業社,臺北市信義區永吉路191號2樓,,121.573179,25.045746,臺北市,信義區,1140425.0
76428638,焢閣食堂,臺北市內湖區內湖路1段285巷65弄9號1樓,,121.567431,25.084441,臺北市,內湖區,1140425.0
88230463,敬悅商行,臺北市大安區忠孝東路4段311號6樓之1,,121.555802,25.041594,臺北市,大安區,1140425.0
93132625,昕元企業社,臺北市信義區基隆路1段159號17樓,,121.565183,25.04196,臺北市,信義區,1140425.0
93179156,鳥居町小吃店,臺北市中山區北安路621巷12號1樓,,121.548193,25.082894,臺北市,中山區,1140425.0
93185880,幻質感髮型沙龍,臺北市大同區赤峯街44巷15號1樓,,121.519367,25.057089,臺北市,大同區,1140425.0
93187331,英旻服飾店,臺北市大安區信義路4段65號,,121.545483,25.033534,臺北市,大安區,1140425.0
93187923,御嘉興業商行,臺北市中山區民生東路1段29號6樓之4,,121.525124,25.058197,臺北市,中山區,1140425.0
93190151,禎華商行,臺北市中山區民生東路1段29號6樓之4,,121.525124,25.058197,臺北市,中山區,1140425.0
93197577,無與倫比企業社,臺北市大同區重慶北路2段197號11樓之1,,121.513709,25.060452,臺北市,大同區,1140425.0
99358424,平山家日本料理店,臺北市大安區新生南路3段106號3樓之1,,121.532833,25.016786,臺北市,大安區,1140425.0
01714770,金文利銀樓,臺北市文山區景美街9號之1、1樓,,121.541781,24.99249,臺北市,文山區,1140428.0
04317873,建成五金行,臺北市大同區承德路2段136號1樓,,121.517999,25.059346,臺北市,大同區,1140428.0
21755670,八斗子小吃店,臺北市內湖區環山路1段96號,,121.567809,25.086514,臺北市,內湖區,1140428.0
25547597,協瑩企業行,臺北市萬華區和平西路3段320號,,121.492645,25.035302,臺北市,萬華區,1140428.0
42342541,萬國食品行,臺北市萬華區環河南路3段101號11樓之1,,121.490714,25.025027,臺北市,萬華區,1140428.0
42421572,一加一五金行,臺北市北投區中央南路1段154號1樓,,121.500924,25.129605,臺北市,北投區,1140428.0
72992036,三合商行,臺北市松山區南京東路5段163之8號,,121.562757,25.051651,臺北市,松山區,1140428.0
88202810,山索羅顧問企業社,臺北市中山區南京西路1之1號10樓,,121.521814,25.052534,臺北市,中山區,1140428.0
88356645,申旺商行,臺北市內湖區安泰街114巷21號7樓,,121.616558,25.077587,臺北市,內湖區,1140428.0
88382279,中研食品企業社,臺北市信義區基隆路1段186號11樓之8,,121.564787,25.042092,臺北市,信義區,1140428.0
93191573,均鮮餐飲,臺北市內湖區康寧路3段189巷21弄11號1樓,,121.612561,25.070851,臺北市,內湖區,1140428.0
93195212,慕牧工作室,臺北市大安區敦化南路1段161巷45之1號,,121.551349,25.043604,臺北市,大安區,1140428.0
94919778,凡雄眼鏡行,臺北市大安區復興南路2段401號,,121.54357,25.021647,臺北市,大安區,1140428.0
99985776,印象十九小吃店,臺北市信義區崇德街28號,,121.553636,25.024256,臺北市,信義區,1140428.0
00546287,雷醺諾商行,臺北市松山區南京東路四段52巷8之1號,,121.553492,25.050747,臺北市,松山區,1140429.0
26340721,良金企業社,臺北市中正區汀州路1段100號,,121.507521,25.030145,臺北市,中正區,1140429.0
42521782,劉進財店,臺北市信義區福德街232巷3號1樓,,121.584605,25.038665,臺北市,信義區,1140429.0
72977823,億禾商行,臺北市中山區南京東路2段163號,,121.535878,25.05223,臺北市,中山區,1140429.0
72991732,文華四品工作室,臺北市中山區錦州街159號3樓之2,,121.529867,25.06044,臺北市,中山區,1140429.0
75085310,關於咖啡,臺北市松山區民生東路4段97巷1弄21號,,121.551474,25.058315,臺北市,松山區,1140429.0
75904789,德旺商行,臺北市內湖區文德路22巷61號2樓,,121.580573,25.075247,臺北市,內湖區,1140429.0
75934593,伊鍋一精緻小火鍋,臺北市北投區中央南路1段147號1樓,,121.501152,25.129726,臺北市,北投區,1140429.0
76378320,簡碳工作室,臺北市士林區承德路4段179巷7號地下樓,,121.523315,25.087895,臺北市,士林區,1140429.0
77406730,雅琦行,臺北市士林區大東路16之13號1樓,,121.525257,25.087858,臺北市,士林區,1140429.0
79816470,鹹酥杰食堂,臺北市士林區克強路10巷19弄3號4樓,,121.523695,25.109691,臺北市,士林區,1140429.0
83906375,三川夾子園,臺北市萬華區西寧南路70號2樓之10,,121.506047,25.043486,臺北市,萬華區,1140429.0
88294331,極惡移動洗車行,臺北市中山區林森北路399巷15號1樓,,121.526026,25.059474,臺北市,中山區,1140429.0
88367848,口可商行,臺北市萬華區環河南路1段181號11樓之2,,121.498811,25.040669,臺北市,萬華區,1140429.0
93128299,盈順早午餐,臺北市信義區莊敬路325巷44號,,121.564459,25.028634,臺北市,信義區,1140429.0
12371168,長通工商企業社,臺北市中山區南京東路3段219號9樓,,121.543104,25.052067,臺北市,中山區,1140430.0
17772276,佑祥服裝行,臺北市萬華區艋舺大道86巷16號,,121.503071,25.032935,臺北市,萬華區,1140430.0
25562082,昂姿髮藝名店,臺北市大安區師大路60號2樓,,121.52822,25.024546,臺北市,大安區,1140430.0
38461713,杰樺企業社,臺北市北投區中央南路2段63號,,121.500224,25.123006,臺北市,北投區,1140430.0
38462972,東峯商行,臺北市萬華區中華路2段336號3樓之6,,121.504363,25.029508,臺北市,萬華區,1140430.0
42293112,秀玲時尚花坊,臺北市大同區酒泉街176號1樓,,121.511435,25.07202,臺北市,大同區,1140430.0
42297692,彼微髮藝坊,臺北市南港區中坡南路19號,,121.583033,25.0434,臺北市,南港區,1140430.0
42517149,安立早餐店,臺北市大安區瑞安街286號,,121.538974,25.025912,臺北市,大安區,1140430.0
72674052,台成工程行,臺北市大安區忠孝東路4段162號9樓之1,,121.550289,25.041284,臺北市,大安區,1140430.0
72911490,嬉花工作室,臺北市內湖區瑞光路235巷21號7樓,,121.578742,25.074977,臺北市,內湖區,1140430.0
72921286,鼎裕餐飲,臺北市大同區錦西街89號,,121.515068,25.059692,臺北市,大同區,1140430.0
72922519,胡饕米粉湯,臺北市信義區永吉路30巷158弄3號1樓,,121.568563,25.042424,臺北市,信義區,1140430.0
72932143,美樂餐廳,臺北市中山區林森北路133巷35號1樓,,121.526476,25.050854,臺北市,中山區,1140430.0
75930175,旺饕餐飲商行,臺北市中正區羅斯福路3段284巷8號1樓,,121.531837,25.016038,臺北市,中正區,1140430.0
88087092,秀皇音樂餐廳,臺北市中山區南京東路1段132巷28之3號地下二層,,121.526712,25.050198,臺北市,中山區,1140430.0
88203389,千捷娛樂企業社,臺北市文山區興隆路4段163之2號,,121.561964,24.984152,臺北市,文山區,1140430.0
88358165,興饕餐飲商行,臺北市中山區興安街78之12號1樓,,121.541315,25.056,臺北市,中山區,1140430.0
88362421,鑫盈商行,臺北市萬華區武昌街2段50巷17號,,121.506953,25.04426,臺北市,萬華區,1140430.0
88371667,六味津商行,臺北市士林區德行東路109巷111號1樓,,121.528692,25.111378,臺北市,士林區,1140430.0
88377141,捷適能運動工作室,臺北市內湖區康樂街136巷3弄18號地下1層之1,,121.618927,25.072489,臺北市,內湖區,1140430.0
88394182,喜品企業社,臺北市大安區大安路1段65號4樓之3,,121.546277,25.042535,臺北市,大安區,1140430.0
91698603,德沐整合行銷,臺北市大安區大安路2段17號,,121.546097,25.032302,臺北市,大安區,1140430.0
93142356,荃熊食品社,臺北市內湖區康寧路3段12之2號1樓,,121.606596,25.072557,臺北市,內湖區,1140430.0
93204036,時刻地窟企業社,臺北市北投區溫泉路68之3號1樓,,121.504748,25.135034,臺北市,北投區,1140430.0
